"logFC","AveExpr","t","P.Value","adj.P.Val","B","Status"
-0.250678887349755,8.34688174543925,-4.28773457515581,3.9282710023144e-05,0.000146108600808833,1.12078518425851,"Not Significant"
0.266839750308934,8.35062526154206,4.28729369424274,3.93493659177228e-05,0.000146332096252439,1.1191607170993,"Not Significant"
0.411953152550657,10.1452828125327,4.28560634358587,3.96054797118636e-05,0.000147239471742769,1.11294460910964,"Not Significant"
0.292885424767769,7.80222427686916,4.28559912565075,3.9606578720377e-05,0.000147239471742769,1.11291802235659,"Not Significant"
-0.217163419032026,7.81989940792523,-4.28489846971521,3.97134009243748e-05,0.000147611962101392,1.11033735697823,"Not Significant"
0.21614773918718,9.13471883464486,4.28408417187259,3.98378972916648e-05,0.00014805001089896,1.10733850021906,"Not Significant"
-0.287376073622106,8.8864831934486,-4.28250397338001,4.00805628418004e-05,0.000148926993797538,1.10152017515676,"Not Significant"
-0.323128358959541,7.50691458628037,-4.28171960144735,4.0201543609089e-05,0.000149351616579081,1.09863266632579,"Not Significant"
0.303105453986616,9.86368138315888,4.28151160325833,4.0233683933888e-05,0.000149446104200504,1.09786702543647,"Not Significant"
0.442276842485568,8.17066114940187,4.28034791813328,4.04139555743912e-05,0.000150090695344026,1.09358398993253,"Not Significant"
-1.03328482774842,8.17496083564486,-4.27939282688188,4.05624933687562e-05,0.000150617237083152,1.0900693182014,"Downregulated"
-0.531476602672077,11.5206866777009,-4.27853671436208,4.06960840397564e-05,0.000151088110739402,1.08691935479528,"Not Significant"
0.36512502302779,8.57488025204673,4.27748420564232,4.08609011220822e-05,0.000151674739247603,1.08304738833339,"Not Significant"
-0.459955208057716,9.18671467416822,-4.27690288305624,4.09522081161483e-05,0.000151988350008683,1.08090911023703,"Not Significant"
0.352326043869443,8.71867069366355,4.27665237567045,4.09916152154786e-05,0.000152109269250043,1.07998773288438,"Not Significant"
0.279693588371567,8.23865066858878,4.27576075422866,4.11321715921034e-05,0.000152605424506633,1.07670862041003,"Not Significant"
-0.228262800719217,7.51020199108411,-4.27430289798212,4.13629892237042e-05,0.000153436239199567,1.07134811482984,"Not Significant"
